Ano;Unidade Geográfica;Localização;Dependência Administrativa;Total Aprovação no Ens. Fundamental;Total Aprovação Médio;Total  Aprovação Médio Não-Seriado;Total Reprovação no Ens. Fundamental;Total Reprovação no Ens. Médio;Total  Reprovação Médio Não-Seriado;Total Abandono no Ens. Fundamental;Total Abandono Médio;Total  Abandono Médio Não-Seriado;;;;;;;;;
2017;Amazonas;Urbana;Pública;91,6;82,9;--;6,1;7,9;--;2,3;9,2;--;;;;;;;;;
2017;Amazonas;Rural;Pública;84,4;85,0;--;9,4;5,5;--;6,2;9,5;--;;;;;;;;;
2017;Roraima;Urbana;Federal;99,1;92,2;100,0;0,9;6,3;0,0;0,0;1,5;0,0;;;;;;;;;
2017;Roraima;Rural;Federal;--;92,7;98,1;--;7,1;1,9;--;0,2;0,0;;;;;;;;;
2017;Roraima;Urbana;Estadual;86,3;78,4;--;10,8;13,2;--;2,9;8,4;--;;;;;;;;;
2017;Roraima;Rural;Estadual;89,0;84,2;--;7,4;6,0;--;3,6;9,8;--;;;;;;;;;
2017;Roraima;Urbana;Municipal;93,6;--;--;5,7;--;--;0,7;--;--;;;;;;;;;
2017;Roraima;Rural;Municipal;89,7;--;--;8,4;--;--;1,9;--;--;;;;;;;;;
2017;Roraima;Urbana;Particular;97,8;95,5;--;2,2;4,5;--;0,0;0,0;--;;;;;;;;;
2017;Roraima;Rural;Particular;--;88,2;--;--;0,0;--;--;11,8;--;;;;;;;;;
2017;Roraima;Urbana;Pública;90,4;79,3;100,0;8,0;12,7;0,0;1,6;8,0;0,0;;;;;;;;;
2017;Roraima;Rural;Pública;89,2;85,1;98,1;7,8;6,1;1,9;3,0;8,8;0,0;;;;;;;;;
2017;Pará;Urbana;Federal;91,6;85,0;--;8,4;11,8;--;0,0;3,2;--;;;;;;;;;
2017;Pará;Rural;Federal;--;94,5;--;--;5,0;--;--;0,5;--;;;;;;;;;
2017;Pará;Urbana;Estadual;80,2;73,8;64,2;14,9;12,8;0,6;4,9;13,4;35,2;;;;;;;;;
2017;Pará;Rural;Estadual;79,4;77,1;71,1;13,7;8,3;0,0;6,9;14,6;28,9;;;;;;;;;
2017;Pará;Urbana;Municipal;85,6;56,0;--;11,4;37,3;--;3,0;6,7;--;;;;;;;;;
2017;Pará;Rural;Municipal;80,9;98,0;--;13,9;0,0;--;5,2;2,0;--;;;;;;;;;
2017;Pará;Urbana;Particular;97,8;96,5;100,0;1,9;3,1;0,0;0,3;0,4;0,0;;;;;;;;;
2017;Pará;Rural;Particular;88,1;88,9;--;10,6;2,9;--;1,3;8,2;--;;;;;;;;;
2017;Pará;Urbana;Pública;84,5;73,9;64,2;12,1;12,8;0,6;3,4;13,3;35,2;;;;;;;;;
2017;Pará;Rural;Pública;80,9;77,3;71,1;13,9;8,2;0,0;5,2;14,5;28,9;;;;;;;;;
2017;Amapá;Urbana;Federal;--;86,9;--;--;11,7;--;--;1,4;--;;;;;;;;;
2017;Amapá;Urbana;Estadual;83,7;74,6;--;13,3;15,9;--;3,0;9,5;--;;;;;;;;;
2017;Amapá;Rural;Estadual;81,2;74,5;--;14,7;13,7;--;4,1;11,8;--;;;;;;;;;
2017;Amapá;Urbana;Municipal;89,2;--;--;9,2;--;--;1,6;--;--;;;;;;;;;
2017;Amapá;Rural;Municipal;85,5;--;--;12,2;--;--;2,3;--;--;;;;;;;;;
2017;Amapá;Urbana;Particular;99,1;98,1;--;0,8;1,8;--;0,1;0,1;--;;;;;;;;;
2017;Amapá;Rural;Particular;86,5;88,4;90,5;6,0;0,6;0,0;7,5;11,0;9,5;;;;;;;;;
2017;Amapá;Urbana;Pública;86,1;75,2;--;11,5;15,7;--;2,4;9,1;--;;;;;;;;;
2017;Amapá;Rural;Pública;82,6;74,5;--;13,9;13,7;--;3,5;11,8;--;;;;;;;;;
2017;Tocantins;Urbana;Federal;--;82,6;--;--;16,9;--;--;0,5;--;;;;;;;;;
2017;Tocantins;Rural;Federal;--;74,5;--;--;25,1;--;--;0,4;--;;;;;;;;;
2017;Tocantins;Urbana;Estadual;88,0;83,7;86,7;9,9;10,1;0,0;2,1;6,2;13,3;;;;;;;;;
2017;Tocantins;Rural;Estadual;83,4;84,0;59,6;11,2;9,2;7,0;5,4;6,8;33,4;;;;;;;;;
2017;Tocantins;Urbana;Municipal;93,4;--;--;6,1;--;--;0,5;--;--;;;;;;;;;
2017;Tocantins;Rural;Municipal;89,8;--;--;8,8;--;--;1,4;--;--;;;;;;;;;
2017;Tocantins;Urbana;Particular;98,2;94,4;--;1,7;5,3;--;0,1;0,3;--;;;;;;;;;
2017;Tocantins;Rural;Particular;99,2;96,3;--;0,8;3,7;--;0,0;0,0;--;;;;;;;;;
2017;Tocantins;Urbana;Pública;91,2;83,7;86,7;7,7;10,4;0,0;1,1;5,9;13,3;;;;;;;;;
2017;Tocantins;Rural;Pública;88,1;82,2;59,6;9,4;12,2;7,0;2,5;5,6;33,4;;;;;;;;;
2017;Nordeste;Urbana;Federal;96,3;82,0;82,3;3,7;14,3;13,8;0,0;3,7;3,9;;;;;;;;;
2017;Nordeste;Rural;Federal;97,3;84,8;83,8;1,8;11,9;14,4;0,9;3,3;1,8;;;;;;;;;
2017;Nordeste;Urbana;Estadual;80,9;81,5;85,3;14,9;10,8;9,3;4,2;7,7;5,4;;;;;;;;;
2017;Nordeste;Rural;Estadual;80,2;83,0;82,6;13,9;8,5;10,8;5,9;8,5;6,6;;;;;;;;;
2017;Nordeste;Urbana;Municipal;86,5;78,6;65,2;10,4;9,4;17,4;3,1;12,0;17,4;;;;;;;;;
2017;Nordeste;Rural;Municipal;87,3;79,6;76,9;9,9;8,4;0,0;2,8;12,0;23,1;;;;;;;;;
2017;Nordeste;Urbana;Particular;97,3;95,1;94,9;2,4;4,3;3,2;0,3;0,6;1,9;;;;;;;;;
2017;Nordeste;Rural;Particular;95,8;90,5;51,5;3,9;4,8;3,0;0,3;4,7;45,5;;;;;;;;;
2017;Nordeste;Urbana;Pública;85,6;81,5;84,6;11,1;10,9;10,2;3,3;7,6;5,2;;;;;;;;;
2017;Nordeste;Rural;Pública;87,1;83,0;82,6;10,0;8,7;11,0;2,9;8,3;6,4;;;;;;;;;
2017;Maranhão;Urbana;Federal;94,8;86,1;99,2;5,2;10,5;0,4;0,0;3,4;0,4;;;;;;;;;
2017;Maranhão;Rural;Federal;97,3;86,9;--;1,8;10,7;--;0,9;2,4;--;;;;;;;;;
2017;Maranhão;Urbana;Estadual;90,4;86,4;76,7;8,3;7,5;4,2;1,3;6,1;19,1;;;;;;;;;
2017;Maranhão;Rural;Estadual;76,5;83,6;81,7;12,8;8,0;10,8;10,7;8,4;7,5;;;;;;;;;
2017;Maranhão;Urbana;Municipal;88,7;86,9;--;8,7;3,9;--;2,6;9,2;--;;;;;;;;;
2017;Maranhão;Rural;Municipal;89,3;76,8;76,9;7,9;6,4;0,0;2,8;16,8;23,1;;;;;;;;;
2017;Maranhão;Urbana;Particular;97,7;95,7;100,0;2,0;3,5;0,0;0,3;0,8;0,0;;;;;;;;;
2017;Maranhão;Rural;Particular;98,1;86,5;51,5;1,5;5,1;3,0;0,4;8,4;45,5;;;;;;;;;
2017;Maranhão;Urbana;Pública;88,8;86,4;90,4;8,7;7,6;1,9;2,5;6,0;7,7;;;;;;;;;
2017;Maranhão;Rural;Pública;88,9;83,6;80,9;8,1;8,1;8,9;3,0;8,3;10,2;;;;;;;;;
2017;Piauí;Urbana;Federal;--;80,0;--;--;16,8;--;--;3,2;--;;;;;;;;;
2017;Piauí;Rural;Federal;--;81,2;--;--;15,5;--;--;3,3;--;;;;;;;;;
2017;Piauí;Urbana;Estadual;82,8;81,7;93,4;11,9;7,8;1,6;5,3;10,5;5,0;;;;;;;;;
2017;Piauí;Rural;Estadual;68,2;77,5;96,1;17,9;5,2;0,0;13,9;17,3;3,9;;;;;;;;;
2017;Piauí;Urbana;Municipal;88,2;74,2;--;9,8;24,5;--;2,0;1,3;--;;;;;;;;;
2017;Piauí;Rural;Municipal;86,8;--;--;10,8;--;--;2,4;--;--;;;;;;;;;
2017;Piauí;Urbana;Particular;96,6;94,6;63,6;3,3;5,0;0,0;0,1;0,4;36,4;;;;;;;;;
2017;Piauí;Rural;Particular;94,7;96,4;--;5,3;1,8;--;0,0;1,8;--;;;;;;;;;
2017;Piauí;Urbana;Pública;87,5;81,6;93,4;10,1;8,2;1,6;2,4;10,2;5,0;;;;;;;;;
2017;Piauí;Rural;Pública;86,8;77,7;96,1;10,9;5,8;0,0;2,3;16,5;3,9;;;;;;;;;
2017;Ceará;Urbana;Federal;95,4;81,2;80,5;4,6;14,5;14,8;0,0;4,3;4,7;;;;;;;;;
2017;Ceará;Rural;Federal;--;79,3;88,6;--;19,9;6,8;--;0,8;4,6;;;;;;;;;
2017;Ceará;Urbana;Estadual;88,1;88,1;--;7,3;5,2;--;4,6;6,7;--;;;;;;;;;
2017;Ceará;Rural;Estadual;92,0;90,6;--;5,3;3,7;--;2,7;5,7;--;;;;;;;;;
2017;Ceará;Urbana;Municipal;93,9;--;--;4,7;--;--;1,4;--;--;;;;;;;;;
2017;Ceará;Rural;Municipal;95,5;--;--;3,5;--;--;1,0;--;--;;;;;;;;;
2017;Ceará;Urbana;Particular;97,7;96,2;100,0;2,0;3,5;0,0;0,3;0,3;0,0;;;;;;;;;
2017;Ceará;Rural;Particular;98,0;91,5;--;2,0;0,0;--;0,0;8,5;--;;;;;;;;;
2017;Ceará;Urbana;Pública;93,7;88,0;80,5;4,8;5,3;14,8;1,5;6,7;4,7;;;;;;;;;
2017;Ceará;Rural;Pública;95,4;90,3;88,6;3,6;4,0;6,8;1,0;5,7;4,6;;;;;;;;;
2017;Rio Grande do Norte;Urbana;Federal;100,0;84,3;--;0,0;13,4;--;0,0;2,3;--;;;;;;;;;
2017;Rio Grande do Norte;Rural;Federal;--;86,5;--;--;12,1;--;--;1,4;--;;;;;;;;;
2017;Rio Grande do Norte;Urbana;Estadual;78,5;71,0;76,7;17,5;17,5;9,3;4,0;11,5;14,0;;;;;;;;;
2017;Rio Grande do Norte;Rural;Estadual;79,0;76,1;--;15,7;10,5;--;5,3;13,4;--;;;;;;;;;
2017;Rio Grande do Norte;Urbana;Municipal;81,6;--;--;14,7;--;--;3,7;--;--;;;;;;;;;
2017;Rio Grande do Norte;Rural;Municipal;83,0;--;--;13,5;--;--;3,5;--;--;;;;;;;;;
2017;Rio Grande do Norte;Urbana;Particular;97,0;94,5;--;2,7;5,0;--;0,3;0,5;--;;;;;;;;;
2017;Rio Grande do Norte;Rural;Particular;96,1;100,0;--;3,3;0,0;--;0,6;0,0;--;;;;;;;;;
2017;Rio Grande do Norte;Urbana;Pública;80,6;72,3;76,7;15,6;17,1;9,3;3,8;10,6;14,0;;;;;;;;;
2017;Rio Grande do Norte;Rural;Pública;82,7;79,3;--;13,6;11,0;--;3,7;9,7;--;;;;;;;;;
2017;Paraíba;Urbana;Federal;100,0;84,1;--;0,0;11,9;--;0,0;4,0;--;;;;;;;;;
2017;Paraíba;Rural;Federal;--;85,3;--;--;11,5;--;--;3,2;--;;;;;;;;;
2017;Paraíba;Urbana;Estadual;79,7;75,9;--;13,3;10,9;--;7,0;13,2;--;;;;;;;;;
2017;Paraíba;Rural;Estadual;78,2;77,7;--;15,0;10,3;--;6,8;12,0;--;;;;;;;;;
2017;Paraíba;Urbana;Municipal;84,0;72,2;65,2;11,8;9,4;17,4;4,2;18,4;17,4;;;;;;;;;
2017;Paraíba;Rural;Municipal;86,4;--;--;10,6;--;--;3,0;--;--;;;;;;;;;
2017;Paraíba;Urbana;Particular;97,5;95,2;93,6;2,2;3,9;4,3;0,3;0,9;2,1;;;;;;;;;
2017;Paraíba;Rural;Particular;89,6;--;--;9,7;--;--;0,7;--;--;;;;;;;;;
2017;Paraíba;Urbana;Pública;82,8;76,2;65,2;12,3;10,9;17,4;4,9;12,9;17,4;;;;;;;;;
2017;Paraíba;Rural;Pública;85,7;78,0;--;11,0;10,4;--;3,3;11,6;--;;;;;;;;;
2017;Pernambuco;Urbana;Federal;98,1;76,3;80,7;1,7;18,0;15,7;0,2;5,7;3,6;;;;;;;;;
2017;Pernambuco;Rural;Federal;--;81,4;82,5;--;14,8;16,4;--;3,8;1,1;;;;;;;;;
2017;Pernambuco;Urbana;Estadual;92,8;92,9;84,4;6,4;5,8;10,5;0,8;1,3;5,1;;;;;;;;;
2017;Pernambuco;Rural;Estadual;84,3;87,9;77,9;12,8;8,2;14,9;2,9;3,9;7,2;;;;;;;;;
2017;Pernambuco;Urbana;Municipal;86,8;85,8;--;10,7;2,5;--;2,5;11,7;--;;;;;;;;;
2017;Pernambuco;Rural;Municipal;88,5;88,4;--;9,6;9,9;--;1,9;1,7;--;;;;;;;;;
2017;Pernambuco;Urbana;Particular;97,4;95,6;96,8;2,4;3,9;2,3;0,2;0,5;0,9;;;;;;;;;
2017;Pernambuco;Rural;Particular;93,3;96,2;--;6,4;3,4;--;0,3;0,4;--;;;;;;;;;
2017;Pernambuco;Urbana;Pública;87,9;92,6;84,1;9,9;6,0;10,9;2,2;1,4;5,0;;;;;;;;;
2017;Pernambuco;Rural;Pública;88,2;87,3;79,2;9,9;8,8;15,3;1,9;3,9;5,5;;;;;;;;;
2017;Alagoas;Urbana;Federal;--;76,1;--;--;16,7;--;--;7,2;--;;;;;;;;;
2017;Alagoas;Urbana;Estadual;84,8;81,5;100,0;9,0;8,2;0,0;6,2;10,3;0,0;;;;;;;;;
2017;Alagoas;Rural;Estadual;91,5;86,7;--;6,4;5,2;--;2,1;8,1;--;;;;;;;;;
2017;Alagoas;Urbana;Municipal;87,3;--;--;8,6;--;--;4,1;--;--;;;;;;;;;
2017;Alagoas;Rural;Municipal;89,5;--;--;7,9;--;--;2,6;--;--;;;;;;;;;
2017;Alagoas;Urbana;Particular;97,4;95,0;93,7;2,2;4,3;6,3;0,4;0,7;0,0;;;;;;;;;
2017;Alagoas;Rural;Particular;95,9;--;--;4,0;--;--;0,1;--;--;;;;;;;;;
2017;Alagoas;Urbana;Pública;86,8;81,2;100,0;8,7;8,6;0,0;4,5;10,2;0,0;;;;;;;;;
2017;Alagoas;Rural;Pública;89,6;86,7;--;7,8;5,2;--;2,6;8,1;--;;;;;;;;;
2017;Sergipe;Urbana;Federal;88,4;75,2;--;11,6;21,9;--;0,0;2,9;--;;;;;;;;;
2017;Sergipe;Rural;Federal;--;81,2;100,0;--;9,8;0,0;--;9,0;0,0;;;;;;;;;
2017;Sergipe;Urbana;Estadual;78,1;74,3;--;17,9;12,9;--;4,0;12,8;--;;;;;;;;;
2017;Sergipe;Rural;Estadual;79,9;74,8;--;16,9;11,2;--;3,2;14,0;--;;;;;;;;;
2017;Sergipe;Urbana;Municipal;76,8;--;--;18,9;--;--;4,3;--;--;;;;;;;;;
2017;Sergipe;Rural;Municipal;79,3;--;--;17,3;--;--;3,4;--;--;;;;;;;;;
2017;Sergipe;Urbana;Particular;96,8;94,4;90,9;3,0;5,0;2,6;0,2;0,6;6,5;;;;;;;;;
2017;Sergipe;Rural;Particular;96,6;--;--;3,2;--;--;0,2;--;--;;;;;;;;;
2017;Sergipe;Urbana;Pública;77,3;74,3;--;18,5;13,0;--;4,2;12,7;--;;;;;;;;;
2017;Sergipe;Rural;Pública;79,3;75,8;100,0;17,2;11,0;0,0;3,5;13,2;0,0;;;;;;;;;
2017;Bahia;Urbana;Federal;96,7;83,4;47,1;3,3;13,9;48,3;0,0;2,7;4,6;;;;;;;;;
2017;Bahia;Rural;Federal;--;90,8;--;--;5,9;--;--;3,3;--;;;;;;;;;
2017;Bahia;Urbana;Estadual;70,7;72,3;75,4;24,3;18,4;19,7;5,0;9,3;4,9;;;;;;;;;
2017;Bahia;Rural;Estadual;72,7;77,3;--;20,8;13,6;--;6,5;9,1;--;;;;;;;;;
2017;Bahia;Urbana;Municipal;82,0;74,4;--;13,7;12,3;--;4,3;13,3;--;;;;;;;;;
2017;Bahia;Rural;Municipal;82,8;79,5;--;13,1;9,0;--;4,1;11,5;--;;;;;;;;;
2017;Bahia;Urbana;Particular;97,1;94,4;95,7;2,7;5,1;4,3;0,2;0,5;0,0;;;;;;;;;
2017;Bahia;Rural;Particular;94,0;92,2;--;5,5;5,0;--;0,5;2,8;--;;;;;;;;;
2017;Bahia;Urbana;Pública;80,3;72,6;58,8;15,3;18,2;36,5;4,4;9,2;4,7;;;;;;;;;
2017;Bahia;Rural;Pública;82,6;78,0;--;13,3;12,9;--;4,1;9,1;--;;;;;;;;;
2017;Sudeste;Urbana;Federal;93,9;88,2;87,3;6,0;10,7;10,4;0,1;1,1;2,3;;;;;;;;;
2017;Sudeste;Rural;Federal;--;88,7;--;--;9,7;--;--;1,6;--;;;;;;;;;
2017;Sudeste;Urbana;Estadual;92,3;82,9;89,9;6,1;11,8;5,2;1,6;5,3;4,9;;;;;;;;;
2017;Sudeste;Rural;Estadual;92,3;89,9;89,0;6,3;6,7;10,5;1,4;3,4;0,5;;;;;;;;;
2017;Sudeste;Urbana;Municipal;93,2;90,8;--;6,0;7,5;--;0,8;1,7;--;;;;;;;;;
2017;Sudeste;Rural;Municipal;92,4;92,1;--;7,0;4,4;--;0,6;3,5;--;;;;;;;;;
2017;Sudeste;Urbana;Particular;97,8;95,9;96,6;2,1;3,9;2,2;0,1;0,2;1,2;;;;;;;;;
2017;Sudeste;Rural;Particular;95,9;94,9;--;3,7;3,6;--;0,4;1,5;--;;;;;;;;;
2017;Sudeste;Urbana;Pública;92,8;83,1;87,7;6,1;11,8;9,6;1,1;5,1;2,7;;;;;;;;;
2017;Sudeste;Rural;Pública;92,4;89,8;89,0;6,8;7,0;10,5;0,8;3,2;0,5;;;;;;;;;
2017;Minas Gerais;Urbana;Federal;93,5;89,3;89,2;6,4;10,1;10,1;0,1;0,6;0,7;;;;;;;;;
2017;Minas Gerais;Rural;Federal;--;90,3;--;--;8,4;--;--;1,3;--;;;;;;;;;
2017;Minas Gerais;Urbana;Estadual;89,6;78,4;69,1;8,3;13,4;1,5;2,1;8,2;29,4;;;;;;;;;
2017;Minas Gerais;Rural;Estadual;93,0;87,8;--;5,3;6,5;--;1,7;5,7;--;;;;;;;;;
2017;Minas Gerais;Urbana;Municipal;94,2;88,6;--;5,1;8,0;--;0,7;3,4;--;;;;;;;;;
2017;Minas Gerais;Rural;Municipal;95,6;89,8;--;3,7;6,3;--;0,7;3,9;--;;;;;;;;;
2017;Minas Gerais;Urbana;Particular;98,0;95,0;93,7;2,0;4,8;5,1;0,0;0,2;1,2;;;;;;;;;
2017;Minas Gerais;Rural;Particular;94,8;94,7;--;4,2;3,0;--;1,0;2,3;--;;;;;;;;;
2017;Minas Gerais;Urbana;Pública;91,8;78,7;86,5;6,8;13,3;9,0;1,4;8,0;4,5;;;;;;;;;
2017;Minas Gerais;Rural;Pública;95,1;88,4;--;4,1;6,9;--;0,8;4,7;--;;;;;;;;;
2017;Espírito Santo;Urbana;Federal;--;86,6;100,0;--;11,7;0,0;--;1,7;0,0;;;;;;;;;
2017;Espírito Santo;Rural;Federal;--;87,5;--;--;9,9;--;--;2,6;--;;;;;;;;;
2017;Espírito Santo;Urbana;Estadual;87,6;82,9;--;11,1;13,7;--;1,3;3,4;--;;;;;;;;;
2017;Espírito Santo;Rural;Estadual;91,5;88,0;--;8,0;8,9;--;0,5;3,1;--;;;;;;;;;
2017;Espírito Santo;Urbana;Municipal;88,8;--;--;10,4;--;--;0,8;--;--;;;;;;;;;
2017;Espírito Santo;Rural;Municipal;90,9;100,0;--;8,5;0,0;--;0,6;0,0;--;;;;;;;;;
2017;Espírito Santo;Urbana;Particular;98,2;95,5;--;1,8;4,4;--;0,0;0,1;--;;;;;;;;;
2017;Espírito Santo;Rural;Particular;92,6;93,7;--;4,7;4,1;--;2,7;2,2;--;;;;;;;;;
2017;Espírito Santo;Urbana;Pública;88,5;83,1;100,0;10,5;13,6;0,0;1,0;3,3;0,0;;;;;;;;;
2017;Espírito Santo;Rural;Pública;91,0;88,0;--;8,4;9,1;--;0,6;2,9;--;;;;;;;;;
2017;Rio de Janeiro;Urbana;Federal;93,8;87,1;86,6;6,0;11,4;10,8;0,2;1,5;2,6;;;;;;;;;
2017;Rio de Janeiro;Rural;Federal;--;79,5;--;--;18,4;--;--;2,1;--;;;;;;;;;
2017;Rio de Janeiro;Urbana;Estadual;77,6;78,1;81,0;19,8;16,7;13,2;2,6;5,2;5,8;;;;;;;;;
2017;Rio de Janeiro;Rural;Estadual;74,6;86,3;--;22,8;10,3;--;2,6;3,4;--;;;;;;;;;
2017;Rio de Janeiro;Urbana;Municipal;87,0;81,8;--;11,2;13,7;--;1,8;4,5;--;;;;;;;;;
2017;Rio de Janeiro;Rural;Municipal;85,1;--;--;13,8;--;--;1,1;--;--;;;;;;;;;
2017;Rio de Janeiro;Urbana;Particular;96,0;93,3;97,3;3,7;6,2;1,4;0,3;0,5;1,3;;;;;;;;;
2017;Rio de Janeiro;Rural;Particular;95,3;95,6;--;4,5;4,1;--;0,2;0,3;--;;;;;;;;;
2017;Rio de Janeiro;Urbana;Pública;85,9;78,5;86,4;12,3;16,4;10,8;1,8;5,1;2,8;;;;;;;;;
2017;Rio de Janeiro;Rural;Pública;84,3;86,0;--;14,4;10,8;--;1,3;3,2;--;;;;;;;;;
2017;São Paulo;Urbana;Federal;100,0;90,0;--;0,0;9,4;--;0,0;0,6;--;;;;;;;;;
2017;São Paulo;Urbana;Estadual;95,2;86,5;94,9;3,5;9,6;3,7;1,3;3,9;1,4;;;;;;;;;
2017;São Paulo;Rural;Estadual;96,9;94,0;89,0;2,4;4,3;10,5;0,7;1,7;0,5;;;;;;;;;
2017;São Paulo;Urbana;Municipal;96,4;93,3;--;3,2;6,0;--;0,4;0,7;--;;;;;;;;;
2017;São Paulo;Rural;Municipal;96,8;95,0;--;3,1;1,7;--;0,1;3,3;--;;;;;;;;;
2017;São Paulo;Urbana;Particular;98,7;97,3;95,2;1,3;2,7;4,8;0,0;0,0;0,0;;;;;;;;;
2017;São Paulo;Rural;Particular;98,0;96,3;--;2,0;3,7;--;0,0;0,0;--;;;;;;;;;
2017;São Paulo;Urbana;Pública;95,9;86,6;94,9;3,4;9,5;3,7;0,7;3,9;1,4;;;;;;;;;
2017;São Paulo;Rural;Pública;96,8;94,0;89,0;2,9;4,2;10,5;0,3;1,8;0,5;;;;;;;;;
2017;Sul;Urbana;Federal;95,3;88,3;91,8;4,5;9,7;5,4;0,2;2,0;2,8;;;;;;;;;
2017;Sul;Rural;Federal;--;88,4;--;--;8,7;--;--;2,9;--;;;;;;;;;
2017;Sul;Urbana;Estadual;86,2;76,0;89,7;12,2;15,9;6,9;1,6;8,1;3,4;;;;;;;;;
2017;Sul;Rural;Estadual;89,0;83,0;93,8;9,4;10,2;3,6;1,6;6,8;2,6;;;;;;;;;
2017;Sul;Urbana;Municipal;92,2;66,0;96,0;7,3;22,0;0,0;0,5;12,0;4,0;;;;;;;;;
2017;Sul;Rural;Municipal;92,4;83,8;--;7,0;9,7;--;0,6;6,5;--;;;;;;;;;
2017;Sul;Urbana;Particular;98,3;96,1;88,3;1,7;3,7;6,9;0,0;0,2;4,8;;;;;;;;;
2017;Sul;Rural;Particular;95,2;93,9;--;4,7;5,3;--;0,1;0,8;--;;;;;;;;;
2017;Sul;Urbana;Pública;89,5;76,3;91,2;9,5;15,7;5,7;1,0;8,0;3,1;;;;;;;;;
2017;Sul;Rural;Pública;91,2;83,6;93,8;7,8;10,1;3,6;1,0;6,3;2,6;;;;;;;;;
2017;Paraná;Urbana;Federal;98,3;91,4;95,7;1,7;7,1;0,0;0,0;1,5;4,3;;;;;;;;;
2017;Paraná;Rural;Federal;--;99,6;--;--;0,0;--;--;0,4;--;;;;;;;;;
2017;Paraná;Urbana;Estadual;85,4;78,6;100,0;12,2;13,3;0,0;2,4;8,1;0,0;;;;;;;;;
2017;Paraná;Rural;Estadual;89,9;85,6;--;8,3;8,6;--;1,8;5,8;--;;;;;;;;;
2017;Paraná;Urbana;Municipal;94,7;100,0;--;5,2;0,0;--;0,1;0,0;--;;;;;;;;;
2017;Paraná;Rural;Municipal;93,7;--;--;6,2;--;--;0,1;--;--;;;;;;;;;
2017;Paraná;Urbana;Particular;98,3;96,6;100,0;1,7;3,3;0,0;0,0;0,1;0,0;;;;;;;;;
2017;Paraná;Rural;Particular;96,9;94,0;--;3,1;6,0;--;0,0;0,0;--;;;;;;;;;
2017;Paraná;Urbana;Pública;90,5;78,9;95,7;8,4;13,2;0,0;1,1;7,9;4,3;;;;;;;;;
2017;Paraná;Rural;Pública;92,1;85,8;--;7,1;8,5;--;0,8;5,7;--;;;;;;;;;
2017;Santa Catarina;Urbana;Federal;92,4;90,3;92,5;7,2;8,4;6,5;0,4;1,3;1,0;;;;;;;;;
2017;Santa Catarina;Rural;Federal;--;91,7;--;--;7,3;--;--;1,0;--;;;;;;;;;
2017;Santa Catarina;Urbana;Estadual;90,5;81,0;--;8,6;11,4;--;0,9;7,6;--;;;;;;;;;
2017;Santa Catarina;Rural;Estadual;92,3;86,3;--;6,8;7,4;--;0,9;6,3;--;;;;;;;;;
2017;Santa Catarina;Urbana;Municipal;94,5;88,0;--;5,2;8,3;--;0,3;3,7;--;;;;;;;;;
2017;Santa Catarina;Rural;Municipal;95,9;92,0;--;3,8;5,6;--;0,3;2,4;--;;;;;;;;;
2017;Santa Catarina;Urbana;Particular;98,8;96,6;95,7;1,2;3,2;0,0;0,0;0,2;4,3;;;;;;;;;
2017;Santa Catarina;Rural;Particular;97,0;97,1;--;2,4;2,1;--;0,6;0,8;--;;;;;;;;;
2017;Santa Catarina;Urbana;Pública;92,9;81,4;92,5;6,6;11,3;6,5;0,5;7,3;1,0;;;;;;;;;
2017;Santa Catarina;Rural;Pública;94,7;87,2;--;4,8;7,3;--;0,5;5,5;--;;;;;;;;;
2017;Rio Grande do Sul;Urbana;Federal;95,9;84,5;86,0;4,1;12,5;11,3;0,0;3,0;2,7;;;;;;;;;
2017;Rio Grande do Sul;Rural;Federal;--;86,4;--;--;10,0;--;--;3,6;--;;;;;;;;;
2017;Rio Grande do Sul;Urbana;Estadual;84,6;69,7;89,6;14,3;21,9;6,9;1,1;8,4;3,5;;;;;;;;;
2017;Rio Grande do Sul;Rural;Estadual;86,6;76,5;93,8;11,6;14,7;3,6;1,8;8,8;2,6;;;;;;;;;
2017;Rio Grande do Sul;Urbana;Municipal;87,7;62,7;96,0;11,1;24,0;0,0;1,2;13,3;4,0;;;;;;;;;
2017;Rio Grande do Sul;Rural;Municipal;89,9;81,0;--;9,1;11,2;--;1,0;7,8;--;;;;;;;;;
2017;Rio Grande do Sul;Urbana;Particular;97,8;94,9;84,9;2,1;4,9;9,4;0,1;0,2;5,7;;;;;;;;;
2017;Rio Grande do Sul;Rural;Particular;92,9;92,4;--;7,1;6,2;--;0,0;1,4;--;;;;;;;;;
2017;Rio Grande do Sul;Urbana;Pública;86,3;70,1;88,0;12,6;21,6;8,8;1,1;8,3;3,2;;;;;;;;;
2017;Rio Grande do Sul;Rural;Pública;88,9;78,8;93,8;9,9;13,6;3,6;1,2;7,6;2,6;;;;;;;;;
2017;Centro-Oeste;Urbana;Federal;95,8;89,8;88,0;4,1;8,1;7,3;0,1;2,1;4,7;;;;;;;;;
2017;Centro-Oeste;Rural;Federal;--;87,5;82,4;--;10,9;12,7;--;1,6;4,9;;;;;;;;;
2017;Centro-Oeste;Urbana;Estadual;92,2;81,8;73,1;6,3;11,7;14,3;1,5;6,5;12,6;;;;;;;;;
2017;Centro-Oeste;Rural;Estadual;93,3;77,8;73,5;5,4;12,8;15,8;1,3;9,4;10,7;;;;;;;;;
